날짜,타수,득점,안타,2타,3타,홈런,루타,타점,도루,도실,볼넷,사구,고4,삼진,병살,희타,희비,타율,출루,장타,OPS,투구,avLI,RE24,WPA
2018-06-02,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.317,0.345,0.468,0.814,6,1.47,-0.31,-0.051
2018-06-05,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.311,0.339,0.459,0.799,21,0.39,-1.08,-0.039
2018-06-06,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307,0.335,0.453,0.788,20,1.32,-1.38,-0.097
2018-06-08,4,1,2,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0.310,0.338,0.468,0.805,9,0.59,0.78,0.074
2018-06-09,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.311,0.340,0.466,0.806,14,1.49,0.27,0.025
2018-06-10,5,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0.308,0.338,0.460,0.797,23,2.46,-0.99,-0.007
2018-06-12,5,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0.306,0.335,0.454,0.789,26,1.14,-1.50,-0.062
2018-06-13,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.300,0.329,0.446,0.776,15,0.69,-0.82,-0.079
2018-06-14,4,2,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0.300,0.331,0.443,0.774,18,0.58,0.31,0.061
2018-06-15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296,0.327,0.438,0.764,8,0.94,-1.00,-0.083
2018-06-16,3,2,2,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0.300,0.333,0.444,0.778,14,1.86,1.61,0.175
2018-06-17,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.296,0.331,0.437,0.768,19,0.49,-0.84,-0.025
2018-06-19,4,0,1,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0.295,0.330,0.438,0.768,11,0.91,-0.88,-0.059
2018-06-20,4,0,3,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0.302,0.338,0.447,0.785,17,0.55,1.74,0.128
2018-06-21,5,2,2,0,0,2,8,5,0,0,0,0,0,0,1,0,0,0.304,0.339,0.469,0.809,21,2.20,2.51,0.349
2018-06-22,4,1,3,1,0,1,7,2,0,0,0,0,0,1,0,0,0,0.311,0.345,0.489,0.834,14,1.09,2.05,0.268
2018-06-23,3,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.311,0.347,0.487,0.834,25,0.90,-0.43,-0.003
2018-06-24,4,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.314,0.349,0.487,0.836,12,2.02,0.28,0.135
2018-06-26,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.314,0.349,0.485,0.835,11,0.43,-0.59,-0.012
2018-06-27,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.313,0.348,0.482,0.830,8,0.61,-0.58,-0.028
2018-06-28,3,2,1,0,0,1,4,2,0,0,1,0,0,1,0,0,0,0.313,0.350,0.491,0.841,17,1.62,1.83,0.234
